project_id,department_id,project_name,client_name,start_date,end_date,status
PRJ-1233,DPT-005,Cross-group exuding complexity,Moody-Taylor,2020-08-07,,Active
PRJ-1234,DPT-004,Focused incremental methodology,Gill-Smith,2020-03-10,,Active
PRJ-1235,DPT-005,Self-enabling zero administration standardization,Miller PLC,2018-05-06,,Active
PRJ-1236,DPT-007,Business-focused responsive conglomeration,"Camacho, English and Williamson",2019-09-23,,Active
PRJ-1237,DPT-001,Inverse stable parallelism,Green-Ashley,2022-06-23,,Active
PRJ-1238,DPT-002,Reverse-engineered heuristic initiative,Taylor-Hernandez,2020-11-18,2021-10-17,Completed
PRJ-1239,DPT-006,Cross-group leadingedge matrix,"Donovan, Smith and Parsons",2021-10-04,2022-07-02,Completed
PRJ-1240,DPT-004,Multi-channeled incremental hardware,Walker-Clark,2019-09-07,,On Hold
PRJ-1241,DPT-005,Function-based content-based function,"Tran, Jones and Brown",2018-04-07,,Active
PRJ-1242,DPT-004,Assimilated composite extranet,Johnson Inc,2019-02-16,,Active
PRJ-1243,DPT-002,Organized maximized implementation,Price Group,2019-02-17,,Active
PRJ-1244,DPT-005,Multi-layered static paradigm,Bray-Ruiz,2022-01-07,,On Hold
PRJ-1245,DPT-004,Implemented exuding budgetary management,Anderson PLC,2020-08-23,,Active
PRJ-1246,DPT-002,Profit-focused executive conglomeration,Webb Ltd,2019-06-29,,Active
PRJ-1247,DPT-005,Pre-emptive eco-centric throughput,"Hernandez, Jarvis and Howell",2018-06-20,,Active
PRJ-1248,DPT-001,Switchable user-facing forecast,Hawkins-Elliott,2018-09-25,,Active
PRJ-1249,DPT-006,Exclusive intermediate matrices,Kim Ltd,2021-07-21,2023-10-14,Completed
PRJ-1250,DPT-003,Implemented well-modulated parallelism,"Sweeney, Fuller and Lester",2018-08-23,,Active
PRJ-1251,DPT-003,Sharable coherent info-mediaries,Vaughn Ltd,2019-01-30,,Active
PRJ-1252,DPT-002,Organized radical function,Torres Ltd,2020-12-05,,Active
PRJ-1253,DPT-003,Adaptive optimizing Local Area Network,Russo and Sons,2019-09-01,,Active
PRJ-1254,DPT-007,Balanced real-time model,Williams-Bond,2022-05-16,,Active
PRJ-1255,DPT-003,Diverse tertiary focus group,Lozano PLC,2021-01-24,,Active
PRJ-1256,DPT-004,User-friendly coherent methodology,Carter Group,2019-12-20,,Active
PRJ-1257,DPT-003,Grass-roots fault-tolerant function,Koch-Shaffer,2020-07-04,,Active
PRJ-1258,DPT-003,Networked empowering matrices,Hudson-York,2022-10-30,,On Hold
PRJ-1259,DPT-003,Decentralized dynamic attitude,Smith LLC,2019-01-30,,Active
PRJ-1260,DPT-001,Down-sized uniform archive,"Schmidt, Bell and Campos",2021-01-09,,Active
PRJ-1261,DPT-006,Quality-focused national archive,Gonzalez Ltd,2022-10-09,2023-11-22,Completed
PRJ-1262,DPT-004,Open-source human-resource alliance,"Sandoval, Werner and Hall",2020-01-07,,Active
PRJ-1263,DPT-003,Multi-layered bandwidth-monitored archive,Douglas LLC,2019-05-28,,Active
PRJ-1264,DPT-002,Enhanced fresh-thinking success,Johnston-Flynn,2021-01-28,,Active
PRJ-1265,DPT-003,Organized 3rdgeneration database,Harrison PLC,2018-11-16,2019-05-08,Completed
PRJ-1266,DPT-001,Cross-group web-enabled projection,Rivas LLC,2021-12-30,2022-02-09,Completed
PRJ-1267,DPT-001,Polarized content-based approach,"Garcia, Miller and White",2019-11-24,,Active
PRJ-1268,DPT-006,Organic heuristic intranet,Erickson-Becker,2021-03-08,2023-12-12,Completed
PRJ-1269,DPT-001,Decentralized leadingedge task-force,Todd and Sons,2018-01-16,,On Hold
PRJ-1270,DPT-004,Cloned incremental Graphical User Interface,"Joyce, Randall and Gibson",2021-02-20,,Active
PRJ-1271,DPT-004,Organized multi-tasking array,Doyle-Jones,2021-04-29,,Active
PRJ-1272,DPT-005,Multi-channeled full-range productivity,"Hebert, Gibbs and Thomas",2022-09-29,2023-07-26,Completed
PRJ-1273,DPT-001,Function-based coherent archive,Hamilton Inc,2022-01-31,,Active
PRJ-1274,DPT-001,Cross-group exuding matrices,Hobbs and Sons,2019-01-25,,Active
PRJ-1275,DPT-004,Robust system-worthy website,Rivera-Shah,2022-10-20,,Active
PRJ-1276,DPT-003,Open-architected tertiary workforce,Miller-Campbell,2020-06-21,,Active
PRJ-1277,DPT-005,Cross-platform neutral protocol,Casey LLC,2018-02-02,,Active
PRJ-1278,DPT-003,Assimilated multi-state Graphic Interface,"Walker, Fitzgerald and Ballard",2020-04-28,,Active
PRJ-1279,DPT-004,Visionary cohesive adapter,Hodges-Sanders,2018-11-29,,Active
PRJ-1280,DPT-006,Total reciprocal parallelism,Valencia PLC,2021-12-09,,Active
PRJ-1281,DPT-004,Reverse-engineered needs-based utilization,"Simmons, Rodgers and Dominguez",2019-12-04,,Active
PRJ-1282,DPT-004,Cross-platform bi-directional open architecture,Johnson-Mathis,2022-06-15,,Active
PRJ-1283,DPT-006,Persevering multi-state support,Cook LLC,2022-12-22,,Active
PRJ-1284,DPT-003,Synergized bottom-line interface,Jones-Ibarra,2021-09-09,,Active
PRJ-1285,DPT-002,Phased actuating service-desk,"Fox, Jordan and Vasquez",2022-08-26,,Active
PRJ-1286,DPT-003,Public-key full-range capability,"Coleman, Thompson and Harris",2022-09-26,2023-07-08,Completed
PRJ-1287,DPT-007,Digitized solution-oriented model,Mcdonald-Evans,2018-07-07,,Active
PRJ-1288,DPT-002,Cloned global forecast,"Miller, Richardson and Smith",2022-05-17,2023-08-14,Completed
PRJ-1289,DPT-005,Realigned global array,Daniels Ltd,2018-10-11,,Active
PRJ-1290,DPT-007,Configurable homogeneous service-desk,Joyce-Nichols,2019-09-13,,Active
PRJ-1291,DPT-003,Future-proofed multimedia approach,"Hampton, Wilson and King",2021-06-08,2023-03-08,Completed
PRJ-1292,DPT-001,Organized holistic knowledgebase,"Garcia, Crane and Duncan",2020-06-21,,On Hold
PRJ-1293,DPT-006,Assimilated client-driven core,Huerta and Sons,2020-06-11,,Active
PRJ-1294,DPT-002,Enterprise-wide systemic info-mediaries,"Gonzalez, Valdez and Lambert",2020-12-05,2022-11-22,Completed
PRJ-1295,DPT-005,Cross-platform directional productivity,"Carr, Gomez and Johnson",2018-11-27,,Active
PRJ-1296,DPT-002,Optimized neutral frame,Jones-Thomas,2020-04-21,,On Hold
PRJ-1297,DPT-003,Self-enabling analyzing conglomeration,Stone Group,2022-07-24,,Active
PRJ-1298,DPT-004,Seamless systematic core,Harris Inc,2020-07-07,,Active
PRJ-1299,DPT-001,Upgradable maximized infrastructure,Hill PLC,2021-05-15,,Active
PRJ-1300,DPT-005,Total contextually-based support,Thomas-Elliott,2019-05-14,,Active
PRJ-1301,DPT-007,Distributed grid-enabled time-frame,"Bowers, Dawson and Harris",2021-08-16,,Active
PRJ-1302,DPT-007,Down-sized bottom-line ability,"Cunningham, Gates and Gonzalez",2021-10-14,,Active
PRJ-1303,DPT-007,De-engineered leadingedge website,Salinas Inc,2021-09-05,,Active
PRJ-1304,DPT-003,Object-based maximized hub,Gilmore-Holland,2021-02-04,,Active
PRJ-1305,DPT-006,Re-engineered modular data-warehouse,Allen LLC,2020-01-22,,Active
PRJ-1306,DPT-006,Phased zero-defect extranet,Mcgrath-Mckenzie,2018-07-08,2022-10-28,Completed
PRJ-1307,DPT-003,Visionary tertiary model,Smith Group,2022-10-09,,Active
PRJ-1308,DPT-004,Devolved non-volatile firmware,"Martinez, Ramos and Eaton",2020-05-14,2022-10-30,Completed
PRJ-1309,DPT-006,Team-oriented intangible matrix,Silva and Sons,2021-10-17,,Active
PRJ-1310,DPT-002,Up-sized regional task-force,Kent Inc,2021-08-25,2022-07-20,Completed
PRJ-1311,DPT-001,Organized system-worthy pricing structure,"Norman, Johnson and Adams",2021-10-22,2022-06-06,Completed
PRJ-1312,DPT-004,Adaptive composite solution,"Schmidt, Medina and Page",2019-10-26,,Active
PRJ-1313,DPT-001,Reduced leadingedge open system,Smith-Hoffman,2021-09-30,,Active
PRJ-1314,DPT-005,Phased 5thgeneration architecture,Contreras-Barry,2020-07-21,,Active
PRJ-1315,DPT-006,Synergized context-sensitive flexibility,Wright-Williams,2019-01-28,2023-12-14,Completed
PRJ-1316,DPT-007,Extended client-server attitude,Woodard Group,2022-01-05,,Active
PRJ-1317,DPT-005,Streamlined empowering alliance,Chapman Ltd,2020-11-24,2023-09-25,Completed
PRJ-1318,DPT-003,Upgradable empowering circuit,Johnson-Lawrence,2019-10-31,,Active
PRJ-1319,DPT-005,Customer-focused system-worthy migration,Raymond Inc,2020-01-07,,Active
PRJ-1320,DPT-006,Vision-oriented even-keeled core,Melendez Inc,2020-07-26,2022-11-13,Completed
PRJ-1321,DPT-004,Reactive secondary data-warehouse,Randolph Ltd,2020-08-12,2022-01-30,Completed
PRJ-1322,DPT-004,Assimilated neutral capacity,Walsh-Jennings,2022-08-20,2023-06-24,Completed
PRJ-1323,DPT-006,Programmable holistic neural-net,Larson Group,2020-05-20,,Active
PRJ-1324,DPT-003,Profit-focused neutral software,"Clarke, Butler and Gonzales",2022-08-26,2022-12-25,Completed
PRJ-1325,DPT-001,Down-sized content-based concept,"Ross, Vang and Martin",2020-11-05,,On Hold
PRJ-1326,DPT-001,Advanced exuding installation,Moyer-Davis,2022-02-17,,Active
PRJ-1327,DPT-005,Implemented client-driven info-mediaries,Briggs-Stephens,2020-07-16,,Active
PRJ-1328,DPT-002,Business-focused incremental Internet solution,Gaines LLC,2020-12-07,2021-01-15,Completed
PRJ-1329,DPT-002,Configurable asymmetric Internet solution,"Johnson, Garcia and Mcbride",2020-04-20,,Active
PRJ-1330,DPT-004,Triple-buffered bifurcated neural-net,Garcia Group,2018-06-13,,Active
PRJ-1331,DPT-007,Persevering hybrid conglomeration,"Garcia, Silva and Cabrera",2019-05-22,2022-11-11,Completed
PRJ-1332,DPT-006,Upgradable contextually-based array,Hoffman-Harrison,2018-02-27,,On Hold
PRJ-1333,DPT-007,Diverse actuating implementation,Jones LLC,2018-07-30,,On Hold
PRJ-1334,DPT-002,Automated optimizing capacity,Scott-White,2021-01-15,,Active
PRJ-1335,DPT-005,User-friendly exuding ability,"Cooper, Graham and Schmidt",2021-04-28,,Active
PRJ-1336,DPT-004,Horizontal client-server orchestration,Mcgee-Zimmerman,2022-03-08,,Active
PRJ-1337,DPT-002,Enhanced zero administration focus group,Solomon-Taylor,2022-03-09,,Active
PRJ-1338,DPT-003,Synergistic demand-driven architecture,"Hensley, Hudson and Johnson",2018-05-28,2021-01-11,Completed
PRJ-1339,DPT-002,Future-proofed human-resource circuit,Clark LLC,2020-06-13,2023-07-24,Completed
PRJ-1340,DPT-005,Multi-channeled methodical archive,"Weber, Estrada and Frazier",2019-09-14,2022-02-04,Completed
PRJ-1341,DPT-003,Total client-server product,King Inc,2018-11-05,2021-03-19,Completed
PRJ-1342,DPT-005,Assimilated maximized projection,"Ayala, Boyer and Sheppard",2021-03-27,,Active
PRJ-1343,DPT-003,Integrated radical capacity,"Smith, Brown and Holmes",2019-11-20,2023-06-30,Completed
PRJ-1344,DPT-001,Re-contextualized explicit conglomeration,Wilson-Francis,2020-04-03,,Active
PRJ-1345,DPT-004,Digitized exuding matrix,Butler LLC,2022-11-03,,Active
PRJ-1346,DPT-001,Devolved clear-thinking capacity,Neal-Yates,2018-10-30,,Active
PRJ-1347,DPT-007,Operative uniform frame,Leon LLC,2022-04-06,,Active
PRJ-1348,DPT-006,Triple-buffered object-oriented hierarchy,Baker LLC,2019-11-22,,On Hold
PRJ-1349,DPT-003,Sharable even-keeled toolset,"Klein, Cox and Parker",2021-05-10,2022-04-13,Completed
PRJ-1350,DPT-006,Robust mission-critical artificial intelligence,"Williams, Davis and Dennis",2018-05-19,,Active
PRJ-1351,DPT-007,Networked demand-driven encoding,Villa-Snyder,2022-12-02,2023-12-07,Completed
PRJ-1352,DPT-006,Secured encompassing policy,Stewart-Sullivan,2021-01-11,,Active
PRJ-1353,DPT-001,Operative even-keeled implementation,"Henderson, Bennett and Walls",2020-03-05,2022-08-15,Completed
PRJ-1354,DPT-007,Universal background definition,Park-Garcia,2022-12-21,,Active
PRJ-1355,DPT-005,Virtual zero tolerance success,Blankenship-Lewis,2020-07-26,,Active
PRJ-1356,DPT-005,Vision-oriented client-server complexity,Henderson Ltd,2020-03-05,,Active
PRJ-1357,DPT-004,User-friendly heuristic customer loyalty,"Taylor, Frazier and Griffith",2020-06-10,,Active
PRJ-1358,DPT-004,Team-oriented scalable challenge,Torres Inc,2018-02-11,,Active
PRJ-1359,DPT-005,Ameliorated executive orchestration,"Lee, Blackburn and Williams",2018-06-13,,Active
PRJ-1360,DPT-003,Managed motivating attitude,"Frye, Lee and Diaz",2020-06-28,,Active
PRJ-1361,DPT-007,Open-architected optimal approach,Larson-Miller,2019-12-06,,On Hold
PRJ-1362,DPT-005,Polarized incremental help-desk,Harvey PLC,2018-04-14,,Active
PRJ-1363,DPT-006,Automated fresh-thinking knowledgebase,"Robinson, Scott and Smith",2018-06-03,,Active
PRJ-1364,DPT-003,Proactive heuristic alliance,"Rivera, Barrett and Rubio",2020-10-01,,Active
PRJ-1365,DPT-004,Future-proofed holistic budgetary management,Bartlett LLC,2018-04-27,2019-05-22,Completed
PRJ-1366,DPT-003,Up-sized tangible portal,Thompson-Chandler,2018-05-16,2023-02-21,Completed
PRJ-1367,DPT-004,Managed optimal Graphic Interface,Hahn Inc,2019-03-27,2020-01-21,Completed
PRJ-1368,DPT-007,Multi-lateral global orchestration,Andrews-Bruce,2021-02-18,,Active
PRJ-1369,DPT-004,Re-engineered zero-defect conglomeration,Jones-Neal,2018-12-12,,Active
PRJ-1370,DPT-004,Optional hybrid Graphical User Interface,Blankenship-Robinson,2018-05-24,2019-05-25,Completed
PRJ-1371,DPT-001,Quality-focused background benchmark,"Ruiz, Smith and Anderson",2018-05-18,,Active
PRJ-1372,DPT-006,Synchronized dynamic collaboration,"Kelly, Medina and Sanders",2020-06-10,2021-07-30,Completed
PRJ-1373,DPT-001,Total tertiary process improvement,Harrison and Sons,2018-08-08,,Active
PRJ-1374,DPT-004,Streamlined intangible Graphical User Interface,Collins PLC,2019-01-10,2019-07-25,Completed
PRJ-1375,DPT-005,Cross-platform explicit installation,"Jimenez, Thompson and Wilson",2022-03-14,,Active
PRJ-1376,DPT-002,Front-line mission-critical access,Martinez and Sons,2022-08-21,,Active
PRJ-1377,DPT-003,Virtual eco-centric hardware,Hancock LLC,2020-10-09,,Active
PRJ-1378,DPT-001,Self-enabling optimal policy,Mcintosh-Walker,2019-09-10,,Active
PRJ-1379,DPT-002,Synchronized bi-directional collaboration,Harris Inc,2019-07-28,2022-03-18,Completed
PRJ-1380,DPT-006,Exclusive eco-centric strategy,"James, Terry and Anderson",2018-12-12,,Active
PRJ-1381,DPT-001,Exclusive system-worthy workforce,Dudley-Miller,2019-12-07,2022-06-14,Completed
PRJ-1382,DPT-006,Grass-roots empowering access,Smith-Franco,2020-06-24,,Active
PRJ-1383,DPT-007,Operative upward-trending budgetary management,"Anderson, Cooper and Duke",2020-05-05,2022-11-16,Completed
PRJ-1384,DPT-001,Realigned executive extranet,Watson-Montgomery,2021-08-15,2021-11-18,Completed
PRJ-1385,DPT-004,Assimilated mission-critical frame,"Rodriguez, Harris and Jennings",2021-02-21,,Active
PRJ-1386,DPT-002,Front-line didactic solution,Farley PLC,2020-05-05,2020-08-10,Completed
PRJ-1387,DPT-003,Organic grid-enabled budgetary management,"Johnson, Smith and Alvarado",2021-04-15,,Active
PRJ-1388,DPT-007,Multi-layered national circuit,Benjamin-Green,2020-01-12,,Active
PRJ-1389,DPT-007,Profit-focused interactive open architecture,"Waller, Solomon and Lamb",2018-10-02,2019-12-13,Completed
PRJ-1390,DPT-004,Exclusive systemic Graphical User Interface,"Tucker, Smith and Morgan",2022-01-29,,Active
PRJ-1391,DPT-004,Expanded 6thgeneration standardization,"Carlson, Olson and Anderson",2020-02-17,2023-01-12,Completed
PRJ-1392,DPT-003,Synergistic multi-tasking functionalities,Good-Wright,2021-08-16,2023-05-05,Completed
PRJ-1393,DPT-004,Organic content-based attitude,Avila Ltd,2021-06-10,,Active
PRJ-1394,DPT-003,User-friendly context-sensitive solution,"Sanders, Harris and Ray",2020-11-03,2022-02-24,Completed
PRJ-1395,DPT-005,Pre-emptive 3rdgeneration capability,"Miller, Miller and Gonzalez",2021-01-19,2023-08-21,Completed
PRJ-1396,DPT-004,User-friendly content-based process improvement,Hudson and Sons,2021-10-14,2022-07-05,Completed
PRJ-1397,DPT-004,Profound value-added throughput,Bartlett PLC,2022-05-08,,Active
PRJ-1398,DPT-004,Decentralized zero administration hardware,Richardson-Weber,2021-04-01,,On Hold
PRJ-1399,DPT-003,Advanced explicit application,Peters Group,2020-05-24,2021-09-09,Completed
PRJ-1400,DPT-005,Persevering maximized adapter,Ramirez-Miller,2020-01-15,,Active
PRJ-1401,DPT-003,Mandatory modular model,Williamson PLC,2019-04-28,,Active
PRJ-1402,DPT-002,Future-proofed value-added forecast,Hall LLC,2018-05-18,,Active
PRJ-1403,DPT-003,Open-architected needs-based model,Lewis-Vargas,2019-11-24,2022-09-24,Completed
PRJ-1404,DPT-003,Secured human-resource algorithm,Graves-Brennan,2019-09-02,,Active
PRJ-1405,DPT-001,Quality-focused tertiary circuit,Oliver PLC,2019-03-03,2021-09-06,Completed
PRJ-1406,DPT-001,Phased tangible synergy,"Mcdaniel, Ruiz and Kelly",2020-03-07,,Active
PRJ-1407,DPT-003,Multi-lateral intangible structure,"Mckinney, Smith and Lee",2019-01-14,2023-08-26,Completed
PRJ-1408,DPT-002,Open-source motivating info-mediaries,Aguilar-Wells,2020-08-22,2022-11-01,Completed
PRJ-1409,DPT-004,Customizable responsive conglomeration,"Davidson, Phillips and Maddox",2020-06-03,2022-08-19,Completed
PRJ-1410,DPT-001,De-engineered logistical methodology,Knight Ltd,2020-12-16,,On Hold
PRJ-1411,DPT-006,Robust attitude-oriented productivity,Hanson PLC,2020-03-29,2020-09-16,Completed
PRJ-1412,DPT-001,Up-sized discrete initiative,Collins-Griffin,2019-05-15,,Active
PRJ-1413,DPT-005,Reduced bandwidth-monitored capability,"Shaw, Campbell and Collins",2018-12-28,,Active
PRJ-1414,DPT-005,Function-based local time-frame,"Smith, Thompson and Gonzalez",2021-03-17,2021-09-04,Completed
PRJ-1415,DPT-004,Phased solution-oriented circuit,Hunt-Payne,2022-05-23,,Active
PRJ-1416,DPT-006,Fundamental system-worthy firmware,"Jackson, Ramos and Wilson",2022-04-25,2022-05-17,Completed
PRJ-1417,DPT-004,Fundamental high-level Graphic Interface,"Mcconnell, Bray and Howe",2022-10-23,,Active
PRJ-1418,DPT-007,Multi-layered bifurcated complexity,Fields Ltd,2022-01-23,,Active
PRJ-1419,DPT-002,Integrated web-enabled productivity,Cochran-Spears,2021-08-09,,Active
PRJ-1420,DPT-004,Versatile uniform synergy,Myers Inc,2022-04-14,2022-09-30,Completed
PRJ-1421,DPT-003,Vision-oriented methodical algorithm,Ellis-Fletcher,2019-08-23,,Active
PRJ-1422,DPT-007,Persevering well-modulated capability,"Watts, Cox and Bennett",2022-05-03,2022-09-23,Completed
PRJ-1423,DPT-004,Customizable upward-trending challenge,Reilly and Sons,2021-02-17,,Active
PRJ-1424,DPT-001,Profound bottom-line time-frame,Mcpherson PLC,2021-10-13,2023-03-11,Completed
PRJ-1425,DPT-004,Configurable regional utilization,"Benjamin, Walters and Park",2021-03-08,,Active
PRJ-1426,DPT-005,Distributed empowering alliance,Cox-Knight,2019-06-24,,Active
PRJ-1427,DPT-005,Focused well-modulated hierarchy,"Brown, Livingston and Huerta",2022-05-13,2023-06-18,Completed
PRJ-1428,DPT-003,Intuitive zero-defect help-desk,Sweeney PLC,2019-04-30,,Active
PRJ-1429,DPT-004,Seamless leadingedge matrices,White Ltd,2022-12-24,,Active
PRJ-1430,DPT-001,Reactive executive help-desk,"Stokes, Gentry and Wilkinson",2019-02-27,,Active
PRJ-1431,DPT-005,Diverse 5thgeneration Graphic Interface,Chandler-Shaw,2021-11-05,,On Hold
PRJ-1432,DPT-001,Enhanced zero tolerance utilization,"Rodriguez, Burke and Sandoval",2022-10-16,2023-08-24,Completed
PRJ-1433,DPT-007,Organized disintermediate encryption,"Diaz, Grimes and Young",2018-03-30,2023-08-14,Completed
PRJ-1434,DPT-003,Optimized value-added data-warehouse,Harris Inc,2018-08-19,,Active
PRJ-1435,DPT-003,Organic attitude-oriented portal,"Gomez, Ritter and Hutchinson",2022-01-21,,Active
PRJ-1436,DPT-001,Optional content-based capacity,"Henson, Banks and Wilson",2021-07-10,,Active
PRJ-1437,DPT-004,De-engineered asynchronous hardware,"Henderson, Boone and Kennedy",2022-09-29,,Active
PRJ-1438,DPT-002,User-centric homogeneous database,Campbell-Henry,2020-01-06,,Active
PRJ-1439,DPT-006,Stand-alone 3rdgeneration data-warehouse,Long-Sosa,2022-05-24,2023-04-21,Completed
PRJ-1440,DPT-005,Synchronized tertiary application,Cruz PLC,2021-11-14,,Active
PRJ-1441,DPT-001,Customizable systemic knowledgebase,Donovan-Scott,2018-03-03,2021-01-02,Completed
PRJ-1442,DPT-004,Face-to-face well-modulated architecture,"Sims, Russell and Payne",2019-07-21,,On Hold
PRJ-1443,DPT-004,Enterprise-wide motivating migration,"Harrison, Gross and Griffin",2021-12-06,,Active
PRJ-1444,DPT-002,Future-proofed intangible approach,Sanchez LLC,2018-10-07,,Active
PRJ-1445,DPT-004,Adaptive well-modulated hub,"Dunlap, Hawkins and Brock",2021-11-02,,Active
PRJ-1446,DPT-007,Assimilated disintermediate hub,Woods PLC,2020-04-16,2023-02-23,Completed
PRJ-1447,DPT-003,User-friendly system-worthy open system,Scott-Smith,2018-03-05,2023-04-24,Completed
PRJ-1448,DPT-006,Polarized actuating interface,Fry-Shea,2018-06-06,,Active
PRJ-1449,DPT-002,Team-oriented methodical protocol,Bowman Ltd,2020-09-22,,Active
PRJ-1450,DPT-004,Focused executive instruction set,Davis LLC,2020-11-04,2021-08-14,Completed
PRJ-1451,DPT-003,Fundamental responsive algorithm,Meza PLC,2019-07-28,,Active
PRJ-1452,DPT-006,Business-focused bifurcated hierarchy,"Brown, Perez and Johnson",2022-05-16,,Active
PRJ-1453,DPT-006,Streamlined discrete policy,Lee-Jones,2021-09-09,,Active
PRJ-1454,DPT-006,Sharable regional Graphic Interface,"Mcdaniel, Pacheco and Gomez",2019-01-31,,Active
PRJ-1455,DPT-007,Digitized web-enabled database,Murphy-Carrillo,2022-09-07,,Active
PRJ-1456,DPT-007,Re-contextualized interactive algorithm,"Salinas, Castillo and Jones",2019-11-05,2021-12-02,Completed
PRJ-1457,DPT-006,Visionary human-resource info-mediaries,Smith-Sawyer,2018-07-11,,Active
PRJ-1458,DPT-001,Networked well-modulated access,Brown-Cooper,2018-07-06,,Active
PRJ-1459,DPT-007,Universal intangible frame,Kelly Inc,2022-08-06,,Active
PRJ-1460,DPT-005,Focused context-sensitive neural-net,"Hill, Carey and Mcgee",2020-07-02,2023-08-02,Completed
PRJ-1461,DPT-005,Grass-roots 6thgeneration knowledgebase,"Smith, Harris and Black",2022-10-22,2023-03-20,Completed
PRJ-1462,DPT-003,Inverse directional attitude,Lee-Thomas,2020-06-22,,Active
PRJ-1463,DPT-003,Optional bi-directional hardware,"Howard, Moore and Curtis",2018-09-07,,On Hold
PRJ-1464,DPT-001,Cloned dynamic firmware,Carter PLC,2018-11-20,2020-01-23,Completed
PRJ-1465,DPT-005,Operative upward-trending neural-net,"Anderson, Short and Wood",2019-11-12,,Active
PRJ-1466,DPT-002,Inverse scalable conglomeration,Allen-Harris,2021-06-27,2023-08-13,Completed
PRJ-1467,DPT-007,Quality-focused fresh-thinking installation,Baldwin Group,2020-04-13,,On Hold
PRJ-1468,DPT-005,Inverse web-enabled initiative,"Soto, Hill and Williams",2019-10-31,,Active
PRJ-1469,DPT-003,Configurable regional hub,Bradley-Lawrence,2020-10-23,,Active
PRJ-1470,DPT-007,Re-contextualized bi-directional contingency,"Sanchez, Burgess and Harrell",2020-03-03,2022-10-17,Completed
PRJ-1471,DPT-003,Extended 24hour Local Area Network,"Neal, Parker and Gibson",2022-04-10,,Active
PRJ-1472,DPT-002,Fundamental eco-centric policy,"Ball, Moss and Jackson",2019-12-28,2020-03-27,Completed
PRJ-1473,DPT-003,Polarized methodical budgetary management,Rios-Holloway,2018-04-09,,Active
PRJ-1474,DPT-003,Streamlined systematic collaboration,"Henderson, Franco and Murillo",2022-04-27,,Active
PRJ-1475,DPT-003,Fully-configurable leadingedge installation,"Cooke, Johnson and Jones",2022-08-26,,Active
PRJ-1476,DPT-002,Universal radical moratorium,Neal and Sons,2022-01-08,2023-02-22,Completed
PRJ-1477,DPT-007,Centralized bifurcated budgetary management,Mitchell Inc,2022-04-30,,On Hold
PRJ-1478,DPT-001,Streamlined secondary flexibility,Wolfe-King,2020-09-08,,Active
PRJ-1479,DPT-005,Focused zero-defect service-desk,Bailey Group,2019-02-20,,Active
PRJ-1480,DPT-007,Cross-group system-worthy architecture,"Frazier, Rivera and Rubio",2018-09-26,,On Hold
PRJ-1481,DPT-001,Adaptive non-volatile flexibility,Barber-Shelton,2019-02-14,2022-07-17,Completed
PRJ-1482,DPT-004,Multi-channeled web-enabled moderator,"Boyle, Jones and Peterson",2018-10-02,,On Hold
PRJ-1483,DPT-006,Innovative intermediate conglomeration,"Humphrey, Smith and Smith",2022-07-15,,Active
PRJ-1484,DPT-005,Profound needs-based synergy,"Delgado, Sellers and May",2020-07-16,,Active
PRJ-1485,DPT-002,User-friendly zero tolerance benchmark,Allen-Mosley,2019-05-30,2020-10-08,Completed
PRJ-1486,DPT-004,Enhanced motivating hub,Mcmahon-Jordan,2022-12-06,2023-05-02,Completed
PRJ-1487,DPT-004,Configurable web-enabled focus group,"Hall, Mitchell and Hansen",2018-05-20,,Active
PRJ-1488,DPT-004,Up-sized modular customer loyalty,Ford Ltd,2018-08-13,,Active
PRJ-1489,DPT-005,Reverse-engineered systematic portal,"Williams, West and Ruiz",2020-02-07,2020-06-23,Completed
PRJ-1490,DPT-005,Cross-platform 24/7 utilization,Meyers LLC,2019-08-24,,Active
PRJ-1491,DPT-006,Persevering stable functionalities,"Robinson, Rivera and Stephens",2018-12-22,,Active
PRJ-1492,DPT-007,Team-oriented grid-enabled secured line,Garrett PLC,2020-05-01,2020-07-01,Completed
PRJ-1493,DPT-004,Synchronized 3rdgeneration methodology,Livingston-Reynolds,2022-01-09,,Active
PRJ-1494,DPT-004,Devolved discrete parallelism,Barton-Hess,2022-06-09,,Active
PRJ-1495,DPT-002,Public-key attitude-oriented benchmark,"Schmitt, Thomas and Sherman",2018-05-26,,Active
PRJ-1496,DPT-002,Organic homogeneous throughput,"Johnson, Wade and Wang",2021-02-03,2022-06-12,Completed
PRJ-1497,DPT-003,Public-key stable productivity,"Sutton, Mcknight and Williams",2019-03-24,,Active
PRJ-1498,DPT-006,Multi-layered directional solution,Stout-Sullivan,2021-06-16,,Active
PRJ-1499,DPT-001,Polarized transitional encryption,Larsen LLC,2022-12-31,,Active
PRJ-1500,DPT-004,Object-based homogeneous algorithm,Glover-Thompson,2021-12-29,2022-06-13,Completed
PRJ-1501,DPT-006,Versatile modular capacity,Pierce LLC,2021-11-16,,On Hold
PRJ-1502,DPT-001,Customizable coherent budgetary management,Phelps-Singh,2021-09-16,2022-06-22,Completed
PRJ-1503,DPT-006,Robust human-resource service-desk,Boyd-Tate,2019-07-18,,Active
PRJ-1504,DPT-001,Polarized discrete firmware,Mills Inc,2020-04-05,2020-12-25,Completed
PRJ-1505,DPT-005,Object-based needs-based Graphic Interface,"Parks, Roberts and Colon",2021-06-06,2023-08-01,Completed
